cde_cds_code,cde_school_cde,cde_districtname,cde_school_address,cde_closed_school,lausd_local_district,charterorother,survey_status,charterschool,cde_mingrade,cde_maxgrade,schoolenrollment,cde_englishlearnersschool,cde_freereducedmealsschool,cde_aioran_pct,cde_asian_pct,cde_pi_pct,cde_filipino_pct,cde_latino_pct,cde_afamnh_pct,cde_whitenh_pct,cde_twoormore_pct,cde_nonerprt_pct,cde_dance_course_count,cde_music_course_count,cde_drama_course_count,cde_visual_arts_course_count,cde_media_arts_course_count,cde_estimatedfte_sum_dance,cde_estimatedfte_sum_music,cde_estimatedfte_sum_drama,cde_estimatedfte_sum_visualarts,cde_estimatedfte_sum_mediaarts,cde_9th_grade_dance_enrollment,cde_10th_grade_dance_enrollment,cde_11th_grade_dance_enrollment,cde_12th_grade_dance_enrollment,cde_9th_grade_music_enrollment,cde_10th_grade_music_enrollment,cde_11th_grade_music_enrollment,cde_12th_grade_music_enrollment,cde_9th_grade_drama_enrollment,cde_10th_grade_drama_enrollment,cde_11th_grade_drama_enrollment,cde_12th_grade_drama_enrollment,cde_9th_grade_visual_arts_enrollment,cde_10th_grade_visual_arts_enrollment,cde_11th_grade_visual_arts_enrollment,cde_12th_grade_visual_arts_enrollment,cde_9th_grade_media_arts_enrollment,cde_10th_grade_media_arts_enrollment,cde_11th_grade_media_arts_enrollment,cde_12th_grade_media_arts_enrollment,cde_9th_grade_dance_courses,cde_10th_grade_dance_courses,cde_11th_grade_dance_courses,cde_12th_grade_dance_courses,cde_9th_grade_music_courses,cde_10th_grade_music_courses,cde_11th_grade_music_courses,cde_12th_grade_music_courses,cde_9th_grade_drama_courses,cde_10th_grade_drama_courses,cde_11th_grade_drama_courses,cde_12th_grade_drama_courses,cde_9th_grade_visual_arts_courses,cde_10th_grade_visual_arts_courses,cde_11th_grade_visual_arts_courses,cde_12th_grade_visual_arts_courses,cde_9th_grade_media_arts_courses,cde_10th_grade_media_arts_courses,cde_11th_grade_media_arts_courses,cde_12th_grade_media_arts_courses,elementary,es_prektk,es_kinder,es_1st,es_2nd,es_3rd,es_4th,es_5th,es_6th,es_7th,es_8th,es_dance,esd_prektk,esd_kinder,esd_1st,esd_2nd,esd_3rd,esd_4th,esd_5th,esd_6th,esd_7th,esd_8th,esd_prektk_students,esd_kinder_students,esd_1st_students,esd_2nd_students,esd_3rd_students,esd_4th_students,esd_5th_students,esd_6th_students,esd_7th_students,esd_8th_students,esd_fte_rec,esd_teachingartist_specify,es_music,esm_prektk,esm_kinder,esm_1st,esm_2nd,esm_3rd,esm_4th,esm_5th,esm_6th,esm_7th,esm_8th,esm_prektk_students,esm_kinder_students,esm_1st_students,esm_2nd_students,esm_3rd_students,esm_4th_students,esm_5th_students,esm_6th_students,esm_7th_students,esm_8th_students,esm_fte_rec,esm_teachingartist_specify,es_theater,est_prektk,est_kinder,est_1st,est_2nd,est_3rd,est_4th,est_5th,est_6th,est_7th,est_8th,est_prektk_students,est_kinder_students,est_1st_students,est_2nd_students,est_3rd_students,est_4th_students,est_5th_students,est_6th_students,est_7th_students,est_8th_students,est_fte_rec,est_teachingartist_specify,es_visualarts,esva_prektk,esva_kinder,esva_1st,esva_2nd,esva_3rd,esva_4th,esva_5th,esva_6th,esva_7th,esva_8th,esva_prektk_students,esva_kinder_students,esva_1st_students,esva_2nd_students,esva_3rd_students,esva_4th_students,esva_5th_students,esva_6th_students,esva_7th_students,esva_8th_students,esva_fte_rec,esva_teachingartist_specify,es_mediaarts,esma_prektk,esma_kinder,esma_1st,esma_2nd,esma_3rd,esma_4th,esma_5th,esma_6th,esma_7th,esma_8th,esma_prektk_students,esma_kinder_students,esma_1st_students,esma_2nd_students,esma_3rd_students,esma_4th_students,esma_5th_students,esma_6th_students,esma_7th_students,esma_8th_students,esma_fte_rec,esma_teachingartist_specify,esas_dance,esas_music,esas_theater,esas_visualarts,esas_mediaarts,estypeartscurric,es_organization,secondary,ss_9th,ss_10th,ss_11th,ss_12th,ss_dance,ssd_teachingartist_specify,ss_music,ssm_teachingartist_specify,ss_theater,sst_teachingartist_specify,ss_visualarts,ssva_teachingartist_specify,ss_mediaarts,ssma_teachingartist_specify,ssas_dance,ssas_music,ssas_theater,ssas_visualarts,ssas_mediaarts,ss_organization,datayear
19642121931641,Tracy (Wilbur) High (Continuation),ABC Unified,"12222 Cuesta Drive, Cerritos, CA, 90703-2801",,,,Not complete,FALSE,9,12,278,19.42446043,63.30935252,0,4.676258993,0.35971223,2.877697842,68.34532374,13.30935252,9.352517986,1.079136691,0,0,0,0,12,2,0,0,0,1.2966,0.4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,13,76,0,1,6,50,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,10,0,1,1,2,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,Survey not taken
19642121995596,ABC Secondary (Alternative),ABC Unified,"16534 South Carmenita Road, Cerritos, CA, 90703-2301",,,,Not complete,FALSE,7,12,75,34.66666667,70.66666667,0,1.333333333,0,4,73.33333333,8,10.66666667,2.666666667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,Survey not taken
19642126010862,Aloha Elementary,ABC Unified,"11737 East 214th Street, Lakewood, CA, 90715-2101",,,,Not complete,FALSE,K,6,360,23.33333333,85.55555556,0.555555556,1.388888889,3.888888889,3.333333333,59.44444444,20.83333333,5,5,0.555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Survey not taken
19642126010904,Carver (Charles J.) Elementary,ABC Unified,"19200 East Ely Street, Cerritos, CA, 90703-7157",,,,Not complete,FALSE,K,6,632,14.08227848,45.09493671,0.949367089,16.61392405,0.158227848,15.18987342,45.88607595,12.97468354,6.170886076,1.898734177,0.158227848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Survey not taken
19642126010912,Melbourne (Ella P.) Elementary,ABC Unified,"21314 Claretta Avenue, Lakewood, CA, 90715-2301",,,,Not complete,FALSE,K,6,490,58.57142857,92.65306122,0.612244898,1.836734694,0.612244898,1.428571429,92.24489796,0.204081633,2.448979592,0,0.612244898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Survey not taken
19642126010946,Niemes (John H.) Elementary,ABC Unified,"16715 Jersey Avenue, Artesia, CA, 90701-1750",,,,Not complete,FALSE,K,6,715,39.72027972,70.48951049,0.13986014,4.475524476,1.118881119,3.636363636,80.55944056,5.314685315,1.818181818,1.118881119,1.818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Survey not taken
19642126010953,Burbank (Luther) Elementary,ABC Unified,"17711 Roseton Avenue, Artesia, CA, 90701-3837",,,,Not complete,FALSE,K,6,509,29.46954813,58.93909627,0.589390963,13.16306483,0.196463654,11.5913556,54.22396857,9.037328094,6.483300589,3.929273084,0.785854617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Survey not taken
19642126010961,Palms Elementary,ABC Unified,"12445 East 207th Street, Lakewood, CA, 90715-1619",,,,Not complete,FALSE,K,6,637,23.54788069,71.89952904,0.313971743,5.180533752,1.726844584,10.51805338,59.65463108,14.44270016,7.064364207,0.941915228,0.156985871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Survey not taken
19642126010979,Furgeson (Venn W.) Elementary,ABC Unified,"22215 Elaine Avenue, Hawaiian Gardens, CA, 90716-1417",,,,Not complete,FALSE,K,6,386,67.61658031,97.40932642,0,1.554404145,0,0.518134715,95.85492228,0.259067358,1.554404145,0,0.259067358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Survey not taken
19642126010995,Willow Elementary,ABC Unified,"11733 East 205th Street, Lakewood, CA, 90715-1324",,,,Not complete,FALSE,K,6,445,49.88764045,86.96629213,0,6.516853933,1.573033708,3.595505618,78.20224719,7.415730337,1.123595506,0.674157303,0.898876404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Survey not taken
19642126057442,Ross (Faye) Middle,ABC Unified,"17707 Elaine Avenue, Artesia, CA, 90701-4018",,,,Not complete,FALSE,7,8,594,18.01346801,64.47811448,0.336700337,11.61616162,0.336700337,9.427609428,61.11111111,7.912457912,6.734006734,2.188552189,0.336700337,0,5,2,7,0,0,1,0.45,1.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Survey not taken
19642126061238,Fedde (Pharis F.) Middle,ABC Unified,"21409 South Elaine Avenue, Hawaiian Gardens, CA, 90716-1025",,,,Not complete,FALSE,7,8,389,35.47557841,88.43187661,0.257069409,2.313624679,0.771208226,2.05655527,86.11825193,5.655526992,1.028277635,1.799485861,0,0,2,0,2,0,0,1,0,0.3334,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Survey not taken
19642126066708,Carmenita Middle,ABC Unified,"13435 East 166th Street, Cerritos, CA, 90703-2301",,,,Not complete,FALSE,7,8,706,8.923512748,28.3286119,0.283286119,47.16713881,0.283286119,12.60623229,24.07932011,6.515580737,5.949008499,2.974504249,0.141643059,0,3,1,1,0,0,0.6,0.2,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Survey not taken
19642126071351,Juarez (Benito) Elementary,ABC Unified,"11939 Aclare Street, Cerritos, CA, 90703-2709",,,,Not complete,FALSE,K,6,350,30.28571429,71.42857143,0,6.857142857,0.857142857,10.28571429,62.28571429,13.42857143,4.857142857,1.142857143,0.285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Survey not taken
19642126071369,Bragg Elementary,ABC Unified,"11501 Bos Street, Cerritos, CA, 90703-6742",,,,Not complete,FALSE,K,6,651,14.13210445,36.40552995,0.460829493,18.89400922,0.921658986,23.34869432,35.02304147,9.523809524,5.683563748,5.529953917,0.614439324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Survey not taken
19642126093454,Nixon (Patricia) Elementary,ABC Unified,"19600 Jacob Avenue, Cerritos, CA, 90703-7526",,,,Not complete,FALSE,K,6,787,9.14866582,32.78271919,0.127064803,18.93265565,0.254129606,19.56797967,36.84879288,9.529860229,9.529860229,4.955527319,0.254129606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Survey not taken
19642460111872,SOAR High (Students On Academic Rise),Antelope Valley Union High,"3041 West Avenue K, Lancaster, CA, 93536-5426",,,,Not complete,FALSE,9,12,419,0.477326969,57.99522673,0.238663484,3.818615752,0.238663484,4.77326969,56.56324582,12.17183771,15.75178998,6.443914081,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,Survey not taken
19642461931732,Desert Winds Continuation High,Antelope Valley Union High,"415 East Kettering Street, Lancaster, CA, 93535-2503",,,,Not complete,FALSE,9,12,642,14.95327103,61.52647975,1.090342679,0.15576324,0.15576324,0.778816199,53.58255452,33.95638629,7.632398754,2.336448598,0.31152648,0,6,2,4,5,0,0.1511,0.4,0.405,0.8,0,0,0,0,0,2,7,7,0,0,9,16,0,2,2,8,0,3,37,60,0,0,0,0,0,2,4,4,0,0,1,2,0,1,2,3,0,3,5,5,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,Survey not taken
19642461995968,Phoenix High Community Day,Antelope Valley Union High,"2270 East Avenue Q, Palmdale, CA, 93550-4141",,,,Not complete,FALSE,9,12,68,16.17647059,82.35294118,0,0,0,0,51.47058824,38.23529412,4.411764706,5.882352941,0,0,1,0,1,0,0,0.2,0,0.2,0,0,0,0,0,1,3,2,2,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,Survey not taken
19642461996537,Desert Sands Charter,,"44130 20th Street West, Lancaster, CA, 93534-4045",,,Charter Management Organization,Not complete,TRUE,9,12,1234,7.94165316,83.79254457,0.486223663,0.405186386,0.324149109,0.56726094,54.78119935,18.31442464,19.52998379,5.510534846,0.081037277,17,20,0,82,6,0.9084,0.3647,0,2.9002,0.0812,13,13,13,13,16,4,11,0,0,0,0,0,86,109,66,22,0,2,4,0,11,4,6,0,13,4,10,0,0,0,0,0,33,47,38,17,0,2,4,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,Survey not taken
19642611930288,Arcadia High,Arcadia Unified,"180 Campus Drive, Arcadia, CA, 91007-6958",,,,Not complete,FALSE,9,12,3306,5.716878403,25.77132486,0.090744102,65.36600121,0.060496068,3.660012099,13.94434362,2.087114338,13.88384755,0.907441016,0,1,20,8,18,24,0.25,4.1636,1,2.6414,4.275,9,9,9,9,231,228,208,185,93,67,43,50,97,115,121,226,269,181,141,209,1,1,1,1,11,17,17,17,7,8,6,5,11,17,18,18,21,22,24,23,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,Survey not taken
19642611995299,Rancho Learning Center (Alternative),Arcadia Unified,"150 South Third Avenue, Arcadia, CA, 91006-3703",,,,Not complete,FALSE,1,12,51,9.803921569,37.25490196,1.960784314,29.41176471,0,3.921568627,31.37254902,5.882352941,23.52941176,3.921568627,0,0,1,0,4,0,0,0.0667,0,0.1815,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,TRUE,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,Survey not taken
19642616011134,Baldwin Stocker Elementary,Arcadia Unified,"422 West Lemon Avenue, Arcadia, CA, 91007-6902",,,,Not complete,FALSE,K,5,682,25.36656891,25.21994135,0,79.3255132,0,1.612903226,8.797653959,1.612903226,6.304985337,2.346041056,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Survey not taken
19642616011167,Highland Oaks Elementary,Arcadia Unified,"10 Virginia Drive, Arcadia, CA, 91006-1899",,,,Not complete,FALSE,K,5,693,17.02741703,16.01731602,0,65.22366522,0,2.308802309,8.513708514,1.731601732,18.75901876,3.463203463,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Survey not taken
19642616011175,Holly Avenue Elementary,Arcadia Unified,"360 West Duarte Road, Arcadia, CA, 91007-3097",,,,Not complete,FALSE,K,5,731,24.89740082,32.55813953,0,64.43228454,0,3.009575923,18.60465116,0.820793434,10.25991792,2.051983584,0.820793434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Survey not taken
19642616011183,Hugo Reid Elementary,Arcadia Unified,"1000 Hugo Reid Drive, Arcadia, CA, 91007-6179",,,,Not complete,FALSE,K,5,639,23.00469484,25.03912363,0.156494523,57.58998435,0,2.503912363,21.75273865,2.034428795,12.67605634,3.286384977,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Survey not taken
19642616011191,Longley Way Elementary,Arcadia Unified,"2601 Longley Way, Arcadia, CA, 91007-5099",,,,Not complete,FALSE,K,5,474,16.87763713,28.27004219,0.632911392,71.51898734,0.210970464,2.742616034,15.40084388,0.843881857,8.016877637,0.632911392,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Survey not taken
19642616057475,Richard Henry Dana Middle,Arcadia Unified,"1401 South First Avenue, Arcadia, CA, 91006-4134",,,,Not complete,FALSE,6,8,710,8.873239437,28.02816901,0,69.01408451,0,2.676056338,14.64788732,1.408450704,11.54929577,0.704225352,0,0,6,0,7,0,0,1.0026,0,1.2518,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Survey not taken
19642616061246,Foothills Middle,Arcadia Unified,"171 East Sycamore Avenue, Arcadia, CA, 91006-2452",,,,Not complete,FALSE,6,8,726,7.988980716,21.7630854,0.137741047,58.815427,0,2.61707989,15.15151515,1.515151515,20.93663912,0.826446281,0,0,7,2,1,0,0,1.0001,0.3617,0.1667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Survey not taken
19642790131227,Longfellow,Azusa Unified,"245 West 10th Street, Azusa, CA, 91702-2310",,,,Not complete,FALSE,P,P,62,56.4516129,82.25806452,0,1.612903226,0,0,96.77419355,0,1.612903226,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Survey not taken
